"","key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","hostingOrganizationKey","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","stateProvince","year","month","day","eventDate","modified","lastInterpreted","references","license","identifiers","facts","relations","isInCluster","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","country","rightsHolder","identifier","http...unknown.org.nick","verbatimEventDate","datasetName","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","recordedBy","catalogNumber","http...unknown.org.occurrenceDetails","institutionCode","rights","eventTime","identifiedBy","identificationID","name","coordinateUncertaintyInMeters","lifeStage","occurrenceRemarks","informationWithheld","recordedByIDs.type","recordedByIDs.value","identifiedByIDs.type","identifiedByIDs.value","gadm","individualCount","continent","vernacularName","locality","higherClassification","samplingProtocol","infraspecificEpithet","sex","elevation","elevationAccuracy","organismQuantity","organismQuantityType","http...rs.tdwg.org.dwc.terms.organismQuantity","habitat","institutionID","samplingEffort","county","municipality","eventRemarks","language","type","http...rs.tdwg.org.dwc.terms.organismQuantityType","identificationRemarks","identificationReferences","recordNumber","nomenclaturalCode","georeferencedBy","verbatimCoordinateSystem","locationID","datasetID","waterBody","preparations","verbatimSRS","otherCatalogNumbers","verbatimTaxonRank","sampleSizeUnit","sampleSizeValue","http...rs.tdwg.org.dwc.terms.sampleSizeValue","eventID","http...rs.tdwg.org.dwc.terms.sampleSizeUnit","parentEventID","locationAccordingTo","locationRemarks","previousIdentifications","fieldNotes","projectId","dynamicProperties","fieldNumber","verbatimElevation","higherGeography","endDayOfYear","georeferenceVerificationStatus","startDayOfYear","institutionKey","collectionID","reproductiveCondition","collectionKey","accessRights","georeferencedDate","island","nameAccordingTo","disposition","georeferenceProtocol","georeferenceSources","georeferenceRemarks","dataGeneralizations","taxonRemarks","acceptedNameUsage","ownerInstitutionCode","associatedReferences","X.99d66b6c.9087.452f.a9d4.f15f2c2d0e7e.","establishmentMeans","behavior","bibliographicCitation","organismID","higherGeographyID","coordinatePrecision","earliestAgeOrLowestStage","namePublishedInYear","taxonConceptID","lithostratigraphicTerms"
"525","665921448","Cebus capucinus capucinus",8.283333,-75.683333,"cdround,gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:17.926+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5786130,1,44,359,798,9621,2436635,2436637,5786130,"Cebus capucinus capucinus","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus capucinus","Cebus","capucinus","SUBSPECIES","ACCEPTED","EN",NA,"Cordoba",1949,7,12,"1949-07-12T00:00:00",NA,"2021-03-30T10:22:17.926+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","COL","none","none","Colombia","The Field Museum of Natural History","dab9b031-acbd-4358-ba69-539fc0088701",NA,NA,NA,NA,"Mammals","665921448","dab9b031-acbd-4358-ba69-539fc0088701",NA,"P. Hershkovitz","68841",NA,"FMNH",NA,NA,NA,NA,"Cebus capucinus capucinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SOUTH_AMERICA",NA,"Catival, upper Rio San Jorge","Animalia Chordata Mammalia Primates Cebidae",NA,"capucinus","MALE",120,NA,NA,NA,NA,NA,"FMNH",NA,NA,NA,NA,"en","PhysicalObject",NA,NA,NA,"PH-3520",NA,NA,NA,NA,"mammals-24-sep-2020",NA,"skin,skull,skel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51485",NA,"South America, Colombia, Cordoba, Neotropics: Catival, upper Rio San Jorge",NA,NA,"12","e71f36f1-e271-4720-a604-3c5a1418e7aa","Mammals",NA,"6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","http://fieldmuseum.org/about/copyright-information",NA,NA,NA,NA,"published",NA,NA,NA,NA,NA,"FMNH",NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,NA,NA,"2568066",NA,NA,NA,NA,NA,NA
"526","665921449","Cebus capucinus capucinus",8.283333,-75.683333,"cdround,gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:17.696+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5786130,1,44,359,798,9621,2436635,2436637,5786130,"Cebus capucinus capucinus","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus capucinus","Cebus","capucinus","SUBSPECIES","ACCEPTED","EN",NA,"Cordoba",1949,7,14,"1949-07-14T00:00:00",NA,"2021-03-30T10:22:17.696+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","COL","none","none","Colombia","The Field Museum of Natural History","9e79de82-c186-4287-83d5-871c2e8bab36",NA,NA,NA,NA,"Mammals","665921449","9e79de82-c186-4287-83d5-871c2e8bab36",NA,"P. Hershkovitz","68842",NA,"FMNH",NA,NA,NA,NA,"Cebus capucinus capucinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SOUTH_AMERICA",NA,"Catival, upper Rio San Jorge","Animalia Chordata Mammalia Primates Cebidae",NA,"capucinus","FEMALE",120,NA,NA,NA,NA,NA,"FMNH",NA,NA,NA,NA,"en","PhysicalObject",NA,NA,NA,"PH-3542",NA,NA,NA,NA,"mammals-24-sep-2020",NA,"skin,skull,skel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51486",NA,"South America, Colombia, Cordoba, Neotropics: Catival, upper Rio San Jorge",NA,NA,"14","e71f36f1-e271-4720-a604-3c5a1418e7aa","Mammals",NA,"6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","http://fieldmuseum.org/about/copyright-information",NA,NA,NA,NA,"published",NA,NA,NA,NA,NA,"FMNH",NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,NA,NA,"2568067",NA,NA,NA,NA,NA,NA
"527","665921450","Cebus capucinus capucinus",8.283333,-75.683333,"cdround,gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:12.851+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5786130,1,44,359,798,9621,2436635,2436637,5786130,"Cebus capucinus capucinus","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus capucinus","Cebus","capucinus","SUBSPECIES","ACCEPTED","EN",NA,"Cordoba",1949,7,14,"1949-07-14T00:00:00",NA,"2021-03-30T10:22:12.851+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","COL","none","none","Colombia","The Field Museum of Natural History","795ef6dd-1a6d-4658-98e0-879f8da97126",NA,NA,NA,NA,"Mammals","665921450","795ef6dd-1a6d-4658-98e0-879f8da97126",NA,"P. Hershkovitz","68843",NA,"FMNH",NA,NA,NA,NA,"Cebus capucinus capucinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SOUTH_AMERICA",NA,"Catival, upper Rio San Jorge","Animalia Chordata Mammalia Primates Cebidae",NA,"capucinus","MALE",120,NA,NA,NA,NA,NA,"FMNH",NA,NA,NA,NA,"en","PhysicalObject",NA,NA,NA,"PH-3543",NA,NA,NA,NA,"mammals-24-sep-2020",NA,"skin,skull,skel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51487",NA,"South America, Colombia, Cordoba, Neotropics: Catival, upper Rio San Jorge",NA,NA,"14","e71f36f1-e271-4720-a604-3c5a1418e7aa","Mammals",NA,"6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","http://fieldmuseum.org/about/copyright-information",NA,NA,NA,NA,"published",NA,NA,NA,NA,NA,"FMNH",NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,NA,NA,"2568068",NA,NA,NA,NA,NA,NA
"528","665921451","Cebus capucinus capucinus",8.283333,-75.683333,"cdround,gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:15.197+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5786130,1,44,359,798,9621,2436635,2436637,5786130,"Cebus capucinus capucinus","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus capucinus","Cebus","capucinus","SUBSPECIES","ACCEPTED","EN",NA,"Cordoba",1949,7,22,"1949-07-22T00:00:00",NA,"2021-03-30T10:22:15.197+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","COL","none","none","Colombia","The Field Museum of Natural History","bfd456fc-5380-4f00-9473-d97cf00910f4",NA,NA,NA,NA,"Mammals","665921451","bfd456fc-5380-4f00-9473-d97cf00910f4",NA,"P. Hershkovitz","68844",NA,"FMNH",NA,NA,NA,NA,"Cebus capucinus capucinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SOUTH_AMERICA",NA,"Catival, upper Rio San Jorge","Animalia Chordata Mammalia Primates Cebidae",NA,"capucinus","FEMALE",120,NA,NA,NA,NA,NA,"FMNH",NA,NA,NA,NA,"en","PhysicalObject",NA,NA,NA,"PH-3592",NA,NA,NA,NA,"mammals-24-sep-2020",NA,"skin,skull",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51488",NA,"South America, Colombia, Cordoba, Neotropics: Catival, upper Rio San Jorge",NA,NA,"22","e71f36f1-e271-4720-a604-3c5a1418e7aa","Mammals",NA,"6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","http://fieldmuseum.org/about/copyright-information",NA,NA,NA,NA,"published",NA,NA,NA,NA,NA,"FMNH",NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,NA,NA,"2568069",NA,NA,NA,NA,NA,NA
"529","665921452","Cebus capucinus capucinus",8.283333,-75.683333,"cdround,gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:12.298+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5786130,1,44,359,798,9621,2436635,2436637,5786130,"Cebus capucinus capucinus","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus capucinus","Cebus","capucinus","SUBSPECIES","ACCEPTED","EN",NA,"Cordoba",1949,7,24,"1949-07-24T00:00:00",NA,"2021-03-30T10:22:12.298+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","COL","none","none","Colombia","The Field Museum of Natural History","2edd2b0c-d254-4dc9-9fd0-1a5b05622452",NA,NA,NA,NA,"Mammals","665921452","2edd2b0c-d254-4dc9-9fd0-1a5b05622452",NA,"P. Hershkovitz","68845",NA,"FMNH",NA,NA,NA,NA,"Cebus capucinus capucinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SOUTH_AMERICA",NA,"Catival, upper Rio San Jorge","Animalia Chordata Mammalia Primates Cebidae",NA,"capucinus","FEMALE",120,NA,NA,NA,NA,NA,"FMNH",NA,NA,NA,NA,"en","PhysicalObject",NA,NA,NA,"PH-3602",NA,NA,NA,NA,"mammals-24-sep-2020",NA,"skin,skull",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51489",NA,"South America, Colombia, Cordoba, Neotropics: Catival, upper Rio San Jorge",NA,NA,"24","e71f36f1-e271-4720-a604-3c5a1418e7aa","Mammals",NA,"6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","http://fieldmuseum.org/about/copyright-information",NA,NA,NA,NA,"published",NA,NA,NA,NA,NA,"FMNH",NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,NA,NA,"2568070",NA,NA,NA,NA,NA,NA
"530","665921453","Cebus capucinus capucinus",8.283333,-75.683333,"cdround,gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:18.411+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5786130,1,44,359,798,9621,2436635,2436637,5786130,"Cebus capucinus capucinus","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus capucinus","Cebus","capucinus","SUBSPECIES","ACCEPTED","EN",NA,"Cordoba",1949,7,25,"1949-07-25T00:00:00",NA,"2021-03-30T10:22:18.411+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","COL","none","none","Colombia","The Field Museum of Natural History","fe45d602-3050-4cb0-bbb1-9507d2a18a66",NA,NA,NA,NA,"Mammals","665921453","fe45d602-3050-4cb0-bbb1-9507d2a18a66",NA,"P. Hershkovitz","68846",NA,"FMNH",NA,NA,NA,NA,"Cebus capucinus capucinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SOUTH_AMERICA",NA,"Catival, upper Rio San Jorge","Animalia Chordata Mammalia Primates Cebidae",NA,"capucinus","FEMALE",120,NA,NA,NA,NA,NA,"FMNH",NA,NA,NA,NA,"en","PhysicalObject",NA,NA,NA,"PH-3606",NA,NA,NA,NA,"mammals-24-sep-2020",NA,"skin,skull",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51490",NA,"South America, Colombia, Cordoba, Neotropics: Catival, upper Rio San Jorge",NA,NA,"25","e71f36f1-e271-4720-a604-3c5a1418e7aa","Mammals",NA,"6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","http://fieldmuseum.org/about/copyright-information",NA,NA,NA,NA,"published",NA,NA,NA,NA,NA,"FMNH",NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,NA,NA,"2568071",NA,NA,NA,NA,NA,NA
"531","665921454","Cebus capucinus capucinus",8.283333,-75.683333,"cdround,gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:13.465+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5786130,1,44,359,798,9621,2436635,2436637,5786130,"Cebus capucinus capucinus","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus capucinus","Cebus","capucinus","SUBSPECIES","ACCEPTED","EN",NA,"Cordoba",1949,7,26,"1949-07-26T00:00:00",NA,"2021-03-30T10:22:13.465+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","COL","none","none","Colombia","The Field Museum of Natural History","f1607810-e59d-455d-a022-c93b7d1ac975",NA,NA,NA,NA,"Mammals","665921454","f1607810-e59d-455d-a022-c93b7d1ac975",NA,"P. Hershkovitz","68847",NA,"FMNH",NA,NA,NA,NA,"Cebus capucinus capucinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SOUTH_AMERICA",NA,"Catival, upper Rio San Jorge","Animalia Chordata Mammalia Primates Cebidae",NA,"capucinus","MALE",120,NA,NA,NA,NA,NA,"FMNH",NA,NA,NA,NA,"en","PhysicalObject",NA,NA,NA,"PH-3615",NA,NA,NA,NA,"mammals-24-sep-2020",NA,"skin,skull",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51491",NA,"South America, Colombia, Cordoba, Neotropics: Catival, upper Rio San Jorge",NA,NA,"26","e71f36f1-e271-4720-a604-3c5a1418e7aa","Mammals",NA,"6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","http://fieldmuseum.org/about/copyright-information",NA,NA,NA,NA,"published",NA,NA,NA,NA,NA,"FMNH",NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,NA,NA,"2568072",NA,NA,NA,NA,NA,NA
"532","665921455","Cebus capucinus capucinus",8.283333,-75.683333,"cdround,gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:15.245+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5786130,1,44,359,798,9621,2436635,2436637,5786130,"Cebus capucinus capucinus","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus capucinus","Cebus","capucinus","SUBSPECIES","ACCEPTED","EN",NA,"Cordoba",1949,7,28,"1949-07-28T00:00:00",NA,"2021-03-30T10:22:15.245+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","COL","none","none","Colombia","The Field Museum of Natural History","fe1ec11d-fe79-4919-af3b-d46761a40f29",NA,NA,NA,NA,"Mammals","665921455","fe1ec11d-fe79-4919-af3b-d46761a40f29",NA,"P. Hershkovitz","68848",NA,"FMNH",NA,NA,NA,NA,"Cebus capucinus capucinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SOUTH_AMERICA",NA,"Catival, upper Rio San Jorge","Animalia Chordata Mammalia Primates Cebidae",NA,"capucinus","MALE",120,NA,NA,NA,NA,NA,"FMNH",NA,NA,NA,NA,"en","PhysicalObject",NA,NA,NA,"PH-3618",NA,NA,NA,NA,"mammals-24-sep-2020",NA,"skin,skull",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51492",NA,"South America, Colombia, Cordoba, Neotropics: Catival, upper Rio San Jorge",NA,NA,"28","e71f36f1-e271-4720-a604-3c5a1418e7aa","Mammals",NA,"6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","http://fieldmuseum.org/about/copyright-information",NA,NA,NA,NA,"published",NA,NA,NA,NA,NA,"FMNH",NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,NA,NA,"2568073",NA,NA,NA,NA,NA,NA
"533","665921456","Cebus capucinus capucinus",8.283333,-75.683333,"cdround,gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:11.834+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5786130,1,44,359,798,9621,2436635,2436637,5786130,"Cebus capucinus capucinus","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus capucinus","Cebus","capucinus","SUBSPECIES","ACCEPTED","EN",NA,"Cordoba",1949,8,2,"1949-08-02T00:00:00",NA,"2021-03-30T10:22:11.834+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","COL","none","none","Colombia","The Field Museum of Natural History","1ea72996-f4b8-43eb-a409-87e44bef058a",NA,NA,NA,NA,"Mammals","665921456","1ea72996-f4b8-43eb-a409-87e44bef058a",NA,"P. Hershkovitz","68849",NA,"FMNH",NA,NA,NA,NA,"Cebus capucinus capucinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SOUTH_AMERICA",NA,"Catival, upper Rio San Jorge","Animalia Chordata Mammalia Primates Cebidae",NA,"capucinus","FEMALE",120,NA,NA,NA,NA,NA,"FMNH",NA,NA,NA,NA,"en","PhysicalObject",NA,NA,NA,"PH-3656",NA,NA,NA,NA,"mammals-24-sep-2020",NA,"skin,skull",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51493",NA,"South America, Colombia, Cordoba, Neotropics: Catival, upper Rio San Jorge",NA,NA,"2","e71f36f1-e271-4720-a604-3c5a1418e7aa","Mammals",NA,"6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","http://fieldmuseum.org/about/copyright-information",NA,NA,NA,NA,"published",NA,NA,NA,NA,NA,"FMNH",NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,NA,NA,"2568074",NA,NA,NA,NA,NA,NA
"534","1316534745","Cebus capucinus (Linnaeus, 1758)",2.43823,-76.61316,"gass84,colmano,inmano","e307fa47-ae87-4fc9-a1a5-b1415adac8be","76513b28-548d-480a-8859-bd7f45f8724b","68845aab-a453-4816-b36d-a3ec8455deb0","CO","DWC_ARCHIVE","2021-03-03T20:14:42.603+00:00","2021-03-09T12:28:33.179+00:00",180,"c4f66525-4d36-4c18-82ac-98e088f54db4","HUMAN_OBSERVATION","PRESENT",2436637,1,44,359,798,9621,2436635,2436637,2436637,"Cebus capucinus (Linnaeus, 1758)","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus capucinus","Cebus","capucinus","SPECIES","ACCEPTED","VU",NA,"Cauca",1947,10,NA,"1947-10-01T00:00:00",NA,"2021-03-09T12:28:33.179+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","COL","none","none","Colombia",NA,"MHNUC:MHNUC-PRIMATES:M00042",NA,NA,NA,NA,"MHNUC-PRIMATES","1316534745","MHNUC:MHNUC-PRIMATES:M00042",NA,"Johana Villota | Hector Ramirez-Chaves","M00042",NA,"MHNUC",NA,NA,NA,NA,"Cebus capucinus (Linnaeus, 1758)",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,1,"SOUTH_AMERICA",NA,"Popayán",NA,NA,NA,NA,1750,NA,NA,NA,NA,NA,"891.500.319-2",NA,"Popayán","Popayán",NA,"es","Objeto físico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Especímen cautivo como mascota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:lsid:biocol.org:col:14291",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","665791400","Cebus capucinus limitaneus Hollister, 1914",15.5,-88.033302,"cdround,gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:13.520+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5786145,1,44,359,798,9621,2436635,2436637,2436637,"Cebus capucinus (Linnaeus, 1758)","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus capucinus","Cebus","capucinus","SUBSPECIES","SYNONYM","VU",NA,"Cortes",1923,4,11,"1923-04-11T00:00:00",NA,"2021-03-30T10:22:13.520+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","HND","none","none","Honduras","The Field Museum of Natural History","fd3a9f2b-dbf3-47cb-88fa-5647583acad5",NA,NA,NA,NA,"Mammals","665791400","fd3a9f2b-dbf3-47cb-88fa-5647583acad5",NA,"K. P. Schmidt","22396",NA,"FMNH",NA,NA,NA,NA,"Cebus capucinus limitaneus Hollister, 1914",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NORTH_AMERICA",NA,"San Pedro","Animalia Chordata Mammalia Primates Cebidae",NA,"limitaneus","FEMALE",NA,NA,NA,NA,NA,NA,"FMNH",NA,NA,NA,NA,"en","PhysicalObject",NA,NA,NA,"60",NA,NA,NA,NA,"mammals-24-sep-2020",NA,"skin,skull,skel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"decimal degrees",NA,NA,NA,NA,"54345",NA,"North America, Honduras, Cortes, Neotropics: San Pedro",NA,NA,"11","e71f36f1-e271-4720-a604-3c5a1418e7aa","Mammals",NA,"6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","http://fieldmuseum.org/about/copyright-information",NA,NA,NA,NA,"MaNIS georeferencing guidelines",NA,NA,NA,NA,NA,"FMNH",NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,NA,NA,"2521622",NA,NA,NA,NA,NA,NA
