"","key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","X.99d66b6c.9087.452f.a9d4.f15f2c2d0e7e.","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","hostingOrganizationKey","basisOfRecord","occurrenceStatus","establishmentMeans","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","continent","stateProvince","year","month","day","eventDate","modified","lastInterpreted","references","license","identifiers","facts","relations","institutionKey","collectionKey","isInCluster","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","country","identifier","institutionID","nomenclaturalCode","verbatimEventDate","higherGeography","endDayOfYear","georeferenceVerificationStatus","locality","verbatimLocality","language","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","vernacularName","institutionCode","rights","startDayOfYear","occurrenceRemarks","accessRights","behavior","name","individualCount","sex","dateIdentified","coordinateUncertaintyInMeters","dynamicProperties","identificationVerificationStatus","locationAccordingTo","preparations","eventTime","identificationRemarks","identifiedBy","georeferencedDate","recordNumber","georeferencedBy","georeferenceProtocol","verbatimCoordinateSystem","otherCatalogNumbers","organismID","previousIdentifications","identificationQualifier","collectionID","higherClassification","georeferenceSources","elevation","rightsHolder","higherGeographyID","locationRemarks","georeferenceRemarks","disposition","ownerInstitutionCode","county","fieldNumber","lifeStage","waterBody","habitat","datasetName","elevationAccuracy","eventRemarks","bibliographicCitation","eventID","locationID","identificationID","originalNameUsage","verbatimTaxonRank","recordedByIDs.type","recordedByIDs.value","nameAccordingTo","projectId","coordinatePrecision","earliestAgeOrLowestStage","namePublishedInYear","associatedReferences","taxonID","taxonConceptID","lithostratigraphicTerms","X.17abcf75.2f1e.46dd.bf75.a5b21dd02655.","organismQuantity","organismQuantityType","http...rs.tdwg.org.dwc.terms.organismQuantity","http...rs.tdwg.org.dwc.terms.organismQuantityType","datasetID","parentNameUsage"
"46","1320636042","Aotus trivirgatus (Humboldt, 1811)",8.17,-72.17,"gass84,osiic,colmafu","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2021-09-05T14:54:29.296+00:00","2021-09-08T13:28:44.495+00:00",215,"bc092ff0-02e4-11dc-991f-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",NA,5219590,1,44,359,798,3239574,2436667,5219590,5219590,"Aotus trivirgatus (Humboldt, 1811)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus trivirgatus","Aotus","trivirgatus","SPECIES","ACCEPTED","LC","SOUTH_AMERICA","Tachira",1968,4,NA,"1968-04-01T00:00:00",NA,"2021-09-08T13:28:44.495+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","586ee56e-b0fe-4dff-b7f9-aeb104f3308a","c0e59491-e319-4822-90bf-3e3c6fbd4a13",FALSE,"WGS84","Mammalia","VEN","none","none","Venezuela (Bolivarian Republic of)","http://n2t.net/ark:/65665/397e5b03c-4f9e-4b74-a106-8e5d32182a59","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"-- Apr 1968","South America, Venezuela, Tachira","121",NA,"Las Mesas, 17 Km NE San Juan De Colon",NA,NA,"Mammals","1320636042","http://n2t.net/ark:/65665/397e5b03c-4f9e-4b74-a106-8e5d32182a59","PhysicalObject","Smithsonian Venezuelan Project","443741",NA,"USNM",NA,"121",NA,NA,NA,"Aotus trivirgatus (Humboldt, 1811)",1,NA,NA,NA,NA,NA,NA,"Skin; Skull",NA,NA,NA,NA,"24234",NA,NA,"Degrees Minutes Seconds",NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Aotidae",NA,460,NA,NA,NA,NA,NA,NA,NA,NA,"Adult",NA,"Premontane very humid forest","NMNH Extant Biology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","1321104235","Aotus trivirgatus (Humboldt, 1811)",8.17,-72.17,"gass84,osiic,colmafu","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2021-09-05T14:54:29.296+00:00","2021-09-08T13:29:20.595+00:00",215,"bc092ff0-02e4-11dc-991f-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",NA,5219590,1,44,359,798,3239574,2436667,5219590,5219590,"Aotus trivirgatus (Humboldt, 1811)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus trivirgatus","Aotus","trivirgatus","SPECIES","ACCEPTED","LC","SOUTH_AMERICA","Tachira",1968,4,NA,"1968-04-01T00:00:00",NA,"2021-09-08T13:29:20.595+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","586ee56e-b0fe-4dff-b7f9-aeb104f3308a","c0e59491-e319-4822-90bf-3e3c6fbd4a13",FALSE,"WGS84","Mammalia","VEN","none","none","Venezuela (Bolivarian Republic of)","http://n2t.net/ark:/65665/3ac8e31cd-a3d3-420c-9139-56f125c03238","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"-- Apr 1968","South America, Venezuela, Tachira","121",NA,"Las Mesas, 17 Km NE San Juan De Colon",NA,NA,"Mammals","1321104235","http://n2t.net/ark:/65665/3ac8e31cd-a3d3-420c-9139-56f125c03238","PhysicalObject","Smithsonian Venezuelan Project","443739",NA,"USNM",NA,"121",NA,NA,NA,"Aotus trivirgatus (Humboldt, 1811)",1,NA,NA,NA,NA,NA,NA,"Skin; Skull",NA,NA,NA,NA,"24232",NA,NA,"Degrees Minutes Seconds",NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Aotidae",NA,460,NA,NA,NA,NA,NA,NA,NA,NA,"Adult",NA,"Premontane very humid forest","NMNH Extant Biology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","1321625784","Aotus trivirgatus (Humboldt, 1811)",8.17,-72.17,"gass84,osiic,colmafu","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2021-09-05T14:54:29.296+00:00","2021-09-08T13:29:21.788+00:00",215,"bc092ff0-02e4-11dc-991f-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",NA,5219590,1,44,359,798,3239574,2436667,5219590,5219590,"Aotus trivirgatus (Humboldt, 1811)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus trivirgatus","Aotus","trivirgatus","SPECIES","ACCEPTED","LC","SOUTH_AMERICA","Tachira",1968,4,NA,"1968-04-01T00:00:00",NA,"2021-09-08T13:29:21.788+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","586ee56e-b0fe-4dff-b7f9-aeb104f3308a","c0e59491-e319-4822-90bf-3e3c6fbd4a13",FALSE,"WGS84","Mammalia","VEN","none","none","Venezuela (Bolivarian Republic of)","http://n2t.net/ark:/65665/3c39b8950-c3f0-46a7-9339-d641018981a0","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"-- Apr 1968","South America, Venezuela, Tachira","121",NA,"Las Mesas, 17 Km NE San Juan De Colon",NA,NA,"Mammals","1321625784","http://n2t.net/ark:/65665/3c39b8950-c3f0-46a7-9339-d641018981a0","PhysicalObject","Smithsonian Venezuelan Project","443737",NA,"USNM",NA,"121",NA,NA,NA,"Aotus trivirgatus (Humboldt, 1811)",1,NA,NA,NA,NA,NA,NA,"Skin; Skull",NA,NA,NA,NA,"24230",NA,NA,"Degrees Minutes Seconds",NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Aotidae",NA,460,NA,NA,NA,NA,NA,NA,NA,NA,"Nestling",NA,"Premontane very humid forest","NMNH Extant Biology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","1321862832","Aotus trivirgatus (Humboldt, 1811)",8.17,-72.17,"gass84,osiic,colmafu","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2021-09-05T14:54:29.296+00:00","2021-09-08T13:30:08.048+00:00",215,"bc092ff0-02e4-11dc-991f-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",NA,5219590,1,44,359,798,3239574,2436667,5219590,5219590,"Aotus trivirgatus (Humboldt, 1811)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus trivirgatus","Aotus","trivirgatus","SPECIES","ACCEPTED","LC","SOUTH_AMERICA","Tachira",1968,4,NA,"1968-04-01T00:00:00",NA,"2021-09-08T13:30:08.048+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","586ee56e-b0fe-4dff-b7f9-aeb104f3308a","c0e59491-e319-4822-90bf-3e3c6fbd4a13",FALSE,"WGS84","Mammalia","VEN","none","none","Venezuela (Bolivarian Republic of)","http://n2t.net/ark:/65665/3ce269b29-bb60-4cfb-b8d5-75467e3a41a2","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"-- Apr 1968","South America, Venezuela, Tachira","121",NA,"Las Mesas, 17 Km NE San Juan De Colon",NA,NA,"Mammals","1321862832","http://n2t.net/ark:/65665/3ce269b29-bb60-4cfb-b8d5-75467e3a41a2","PhysicalObject","Smithsonian Venezuelan Project","443742",NA,"USNM",NA,"121",NA,NA,NA,"Aotus trivirgatus (Humboldt, 1811)",1,NA,NA,NA,NA,NA,NA,"Skin; Skull",NA,NA,NA,NA,"24270",NA,NA,"Degrees Minutes Seconds",NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Aotidae",NA,460,NA,NA,NA,NA,NA,NA,NA,NA,"Adult",NA,"Premontane very humid forest","NMNH Extant Biology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","1318810972","Aotus trivirgatus (Humboldt, 1811)",2.43,-65.25,"gass84,osiic,colmafu","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2021-09-05T14:54:29.296+00:00","2021-09-08T13:30:03.295+00:00",215,"bc092ff0-02e4-11dc-991f-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",NA,5219590,1,44,359,798,3239574,2436667,5219590,5219590,"Aotus trivirgatus (Humboldt, 1811)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus trivirgatus","Aotus","trivirgatus","SPECIES","ACCEPTED","LC","SOUTH_AMERICA","Amazonas",1967,3,10,"1967-03-10T00:00:00",NA,"2021-09-08T13:30:03.295+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","586ee56e-b0fe-4dff-b7f9-aeb104f3308a","c0e59491-e319-4822-90bf-3e3c6fbd4a13",FALSE,"WGS84","Mammalia","VEN","none","none","Venezuela (Bolivarian Republic of)","http://n2t.net/ark:/65665/3471d881d-3071-4054-92be-7597de32b2bb","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"10 Mar 1967","South America, Venezuela, Amazonas","69",NA,"Boca Mavaca, 84 Km SSE Esmeralda, 10 Km Up Rio Mavaca",NA,NA,"Mammals","1318810972","http://n2t.net/ark:/65665/3471d881d-3071-4054-92be-7597de32b2bb","PhysicalObject","Smithsonian Venezuelan Project","406405",NA,"USNM",NA,"69",NA,NA,NA,"Aotus trivirgatus (Humboldt, 1811)",1,"FEMALE",NA,NA,NA,NA,NA,"Skin; Skull",NA,NA,NA,NA,"16771",NA,NA,"Degrees Minutes Seconds",NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Aotidae",NA,138,NA,NA,NA,NA,NA,NA,NA,NA,"Adult",NA,"Tropical humid forest","NMNH Extant Biology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","1321287333","Aotus trivirgatus (Humboldt, 1811)",2.45,-65.23,"gass84,osiic,colmafu","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2021-09-05T14:54:29.296+00:00","2021-09-08T13:30:04.998+00:00",215,"bc092ff0-02e4-11dc-991f-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",NA,5219590,1,44,359,798,3239574,2436667,5219590,5219590,"Aotus trivirgatus (Humboldt, 1811)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus trivirgatus","Aotus","trivirgatus","SPECIES","ACCEPTED","LC","SOUTH_AMERICA","Amazonas",1967,3,1,"1967-03-01T00:00:00",NA,"2021-09-08T13:30:04.998+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","586ee56e-b0fe-4dff-b7f9-aeb104f3308a","c0e59491-e319-4822-90bf-3e3c6fbd4a13",FALSE,"WGS84","Mammalia","VEN","none","none","Venezuela (Bolivarian Republic of)","http://n2t.net/ark:/65665/3b4a9ed79-12fb-4aa6-bffb-b7ed802aa33c","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"1 Mar 1967","South America, Venezuela, Amazonas","60",NA,"Boca Mavaca, 84 Km SSE Esmeralda, 7 Km Up Rio Mavaca",NA,NA,"Mammals","1321287333","http://n2t.net/ark:/65665/3b4a9ed79-12fb-4aa6-bffb-b7ed802aa33c","PhysicalObject","Smithsonian Venezuelan Project","406403",NA,"USNM",NA,"60",NA,NA,NA,"Aotus trivirgatus (Humboldt, 1811)",1,"FEMALE",NA,NA,NA,NA,NA,"Skin; Skull",NA,NA,NA,NA,"16661",NA,NA,"Degrees Minutes Seconds",NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Aotidae",NA,138,NA,NA,NA,NA,NA,NA,NA,NA,"Adult",NA,"Tropical humid forest","NMNH Extant Biology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","1321735734","Aotus trivirgatus (Humboldt, 1811)",2.45,-65.23,"gass84,osiic,colmafu","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2021-09-05T14:54:29.296+00:00","2021-09-08T13:30:06.257+00:00",215,"bc092ff0-02e4-11dc-991f-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",NA,5219590,1,44,359,798,3239574,2436667,5219590,5219590,"Aotus trivirgatus (Humboldt, 1811)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus trivirgatus","Aotus","trivirgatus","SPECIES","ACCEPTED","LC","SOUTH_AMERICA","Amazonas",1967,3,7,"1967-03-07T00:00:00",NA,"2021-09-08T13:30:06.257+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","586ee56e-b0fe-4dff-b7f9-aeb104f3308a","c0e59491-e319-4822-90bf-3e3c6fbd4a13",FALSE,"WGS84","Mammalia","VEN","none","none","Venezuela (Bolivarian Republic of)","http://n2t.net/ark:/65665/3c88010f2-00c7-44aa-a255-4e8d701a2443","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"7 Mar 1967","South America, Venezuela, Amazonas","66",NA,"Boca Mavaca, 84 Km SSE Esmeralda, 7 Km Up Rio Mavaca",NA,NA,"Mammals","1321735734","http://n2t.net/ark:/65665/3c88010f2-00c7-44aa-a255-4e8d701a2443","PhysicalObject","Smithsonian Venezuelan Project","406404",NA,"USNM",NA,"66",NA,NA,NA,"Aotus trivirgatus (Humboldt, 1811)",1,"MALE",NA,NA,NA,NA,NA,"Skin; Skull",NA,NA,NA,NA,"16739",NA,NA,"Degrees Minutes Seconds",NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Aotidae",NA,138,NA,NA,NA,NA,NA,NA,NA,NA,"Adult",NA,"Tropical humid forest","NMNH Extant Biology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","1318101366","Aotus trivirgatus (Humboldt, 1811)",5.3,-66.22,"gass84,osiic,colmafu","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2021-09-05T14:54:29.296+00:00","2021-09-08T13:29:58.132+00:00",215,"bc092ff0-02e4-11dc-991f-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",NA,5219590,1,44,359,798,3239574,2436667,5219590,5219590,"Aotus trivirgatus (Humboldt, 1811)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus trivirgatus","Aotus","trivirgatus","SPECIES","ACCEPTED","LC","SOUTH_AMERICA","Amazonas",1967,6,29,"1967-06-29T00:00:00",NA,"2021-09-08T13:29:58.132+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","586ee56e-b0fe-4dff-b7f9-aeb104f3308a","c0e59491-e319-4822-90bf-3e3c6fbd4a13",FALSE,"WGS84","Mammalia","VEN","none","none","Venezuela (Bolivarian Republic of)","http://n2t.net/ark:/65665/327bdc4c8-f0fb-49b5-b2b1-d19c819ad4c4","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"29 Jun 1967","South America, Venezuela, Amazonas","180",NA,"San Juan, 163 Km ESE Pto. Ayacucho, Rio Manapiare",NA,NA,"Mammals","1318101366","http://n2t.net/ark:/65665/327bdc4c8-f0fb-49b5-b2b1-d19c819ad4c4","PhysicalObject","Smithsonian Venezuelan Project","406548",NA,"USNM",NA,"180",NA,NA,NA,"Aotus trivirgatus (Humboldt, 1811)",1,"MALE",NA,NA,NA,NA,NA,"Skin; Skull",NA,NA,NA,NA,"19708",NA,NA,"Degrees Minutes Seconds",NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Aotidae",NA,155,NA,NA,NA,NA,NA,NA,NA,NA,"Adult",NA,"Tropical humid forest","NMNH Extant Biology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","1319335827","Aotus trivirgatus (Humboldt, 1811)",5.3,-66.22,"gass84,osiic,colmafu","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2021-09-05T14:54:29.296+00:00","2021-09-08T13:30:04.303+00:00",215,"bc092ff0-02e4-11dc-991f-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",NA,5219590,1,44,359,798,3239574,2436667,5219590,5219590,"Aotus trivirgatus (Humboldt, 1811)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus trivirgatus","Aotus","trivirgatus","SPECIES","ACCEPTED","LC","SOUTH_AMERICA","Amazonas",1967,6,29,"1967-06-29T00:00:00",NA,"2021-09-08T13:30:04.303+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","586ee56e-b0fe-4dff-b7f9-aeb104f3308a","c0e59491-e319-4822-90bf-3e3c6fbd4a13",FALSE,"WGS84","Mammalia","VEN","none","none","Venezuela (Bolivarian Republic of)","http://n2t.net/ark:/65665/35e62f3a8-909f-4fae-bbc6-377445679d77","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"29 Jun 1967","South America, Venezuela, Amazonas","180",NA,"San Juan, 163 Km ESE Pto. Ayacucho, Rio Manapiare",NA,NA,"Mammals","1319335827","http://n2t.net/ark:/65665/35e62f3a8-909f-4fae-bbc6-377445679d77","PhysicalObject","Smithsonian Venezuelan Project","406547",NA,"USNM",NA,"180",NA,NA,NA,"Aotus trivirgatus (Humboldt, 1811)",1,"FEMALE",NA,NA,NA,NA,NA,"Skin; Skull",NA,NA,NA,NA,"19707",NA,NA,"Degrees Minutes Seconds",NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Aotidae",NA,155,NA,NA,NA,NA,NA,NA,NA,NA,"Adult",NA,"Tropical humid forest","NMNH Extant Biology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","1317555715","Aotus trivirgatus (Humboldt, 1811)",5.3,-66.22,"gass84,osiic,colmafu","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2021-09-05T14:54:29.296+00:00","2021-09-08T13:29:54.873+00:00",215,"bc092ff0-02e4-11dc-991f-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",NA,5219590,1,44,359,798,3239574,2436667,5219590,5219590,"Aotus trivirgatus (Humboldt, 1811)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus trivirgatus","Aotus","trivirgatus","SPECIES","ACCEPTED","LC","SOUTH_AMERICA","Amazonas",1967,7,20,"1967-07-20T00:00:00",NA,"2021-09-08T13:29:54.873+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","586ee56e-b0fe-4dff-b7f9-aeb104f3308a","c0e59491-e319-4822-90bf-3e3c6fbd4a13",FALSE,"WGS84","Mammalia","VEN","none","none","Venezuela (Bolivarian Republic of)","http://n2t.net/ark:/65665/30fa4f89f-630e-4ea9-9510-2e270d92e8e3","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"20 Jul 1967","South America, Venezuela, Amazonas","201",NA,"San Juan, 163 Km ESE Pto. Ayacucho, Rio Manapiare",NA,NA,"Mammals","1317555715","http://n2t.net/ark:/65665/30fa4f89f-630e-4ea9-9510-2e270d92e8e3","PhysicalObject","Smithsonian Venezuelan Project","406558",NA,"USNM",NA,"201",NA,NA,NA,"Aotus trivirgatus (Humboldt, 1811)",1,"FEMALE",NA,NA,NA,NA,NA,"Skin; Skull",NA,NA,NA,NA,"27884",NA,NA,"Degrees Minutes Seconds",NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Aotidae",NA,155,NA,NA,NA,NA,NA,NA,NA,NA,"Adult",NA,"Tropical humid forest","NMNH Extant Biology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","1317559642","Aotus trivirgatus (Humboldt, 1811)",5.13,-66.27,"gass84,osiic,colmafu","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2021-09-05T14:54:29.296+00:00","2021-09-08T13:29:56.794+00:00",215,"bc092ff0-02e4-11dc-991f-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",NA,5219590,1,44,359,798,3239574,2436667,5219590,5219590,"Aotus trivirgatus (Humboldt, 1811)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus trivirgatus","Aotus","trivirgatus","SPECIES","ACCEPTED","LC","SOUTH_AMERICA","Amazonas",1967,7,12,"1967-07-12T00:00:00",NA,"2021-09-08T13:29:56.794+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","586ee56e-b0fe-4dff-b7f9-aeb104f3308a","c0e59491-e319-4822-90bf-3e3c6fbd4a13",FALSE,"WGS84","Mammalia","VEN","none","none","Venezuela (Bolivarian Republic of)","http://n2t.net/ark:/65665/30fcf9b21-2883-4f1c-bf68-f4bf9b3cdf60","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"12 Jul 1967","South America, Venezuela, Amazonas","193",NA,"San Juan, 163 Km ESE Pto. Ayacucho, Rio Manapiare",NA,NA,"Mammals","1317559642","http://n2t.net/ark:/65665/30fcf9b21-2883-4f1c-bf68-f4bf9b3cdf60","PhysicalObject","Smithsonian Venezuelan Project","406554",NA,"USNM",NA,"193",NA,NA,NA,"Aotus trivirgatus (Humboldt, 1811)",1,"MALE",NA,NA,NA,NA,NA,"Skin; Skull",NA,NA,NA,NA,"26214",NA,NA,"Degrees Minutes Seconds",NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Aotidae",NA,155,NA,NA,NA,NA,NA,NA,NA,NA,"Adult",NA,"Tropical humid forest","NMNH Extant Biology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
