"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","sex","occurrenceRemarks","year","month","day","minimumElevationInMeters","maximumElevationInMeters","county","verbatimLongitude","verbatimLatitude","preparationType","individualCount","coordinatePrecision","geoFlag","scientificNameAuthorship","previousCatalogNumber","typeStatus","relationshipType"
"179","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","783","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Projeto Humaitá","-67.55","-9.71666666666667",NA,"Monografia: Distribuição de primatas não-humanos no Estado do Acre e vizinhanças: um estudo preliminar - Fernandes M.C.A.G. 1990",NA,NA,NA,NA,NA,NA,"-67.55","-9.71666666666667",NA,NA,NA,NA,NA,NA,NA,NA
"180","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","7512","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","São Francisco II",NA,NA,NA,"Não publicado: A caça de Subsistência na Reserva Extrativista São Luis do Remanso/AC: caracterização- consumo e estratégias de caça. - Medeiros M.F.S.T. 1999",NA,NA,NA,NA,NA,NA,"0.0","0.0",NA,NA,NA,NA,NA,NA,NA,NA
"181","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","422","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","ESEC do Rio Acre; Rio Acre","-70.25","-11.0333333333333",NA,"Livro: The status of conservation areas in the Brasilian Amazon - Rylands A.B. 1991",NA,NA,NA,NA,NA,"Assis Brasil","-70.25","-11.0333333333333",NA,NA,NA,NA,NA,NA,NA,NA
"182","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","817","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Terra indígena Caucho; Cabeceira do Rio Muru",NA,NA,NA,"Monografia: Distribuição de primatas não-humanos no Estado do Acre e vizinhanças: um estudo preliminar - Fernandes M.C.A.G. 1990",NA,NA,NA,NA,NA,NA,"0.0","0.0",NA,NA,NA,NA,NA,NA,NA,NA
"183","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","7584","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Viçosa",NA,NA,NA,"Não publicado: A caça de Subsistência na Reserva Extrativista São Luis do Remanso/AC: caracterização- consumo e estratégias de caça. - Medeiros M.F.S.T. 1999",NA,NA,NA,NA,NA,NA,"0.0","0.0",NA,NA,NA,NA,NA,NA,NA,NA
"184","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","596","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Bairro 2º Distrito; Rio Acre","-67.8","-9.96666666666667",NA,"Monografia: Levantamento preliminar de primatas cadastrados pelo IBAMA no município de Rio Branco - AC - Nóbrega M.F. 1997",NA,NA,NA,NA,NA,"Rio Branco","-67.8","-9.96666666666667",NA,NA,NA,NA,NA,NA,NA,NA
"185","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","1148","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Fazenda Boa União; Rio Acre","-68","-10.0927777777778",NA,"Dissertação: A caça de subsistência de extrativistas na Amazônia: sustentabilidade- biodiversidade e extinção de espécies - Martins E. 1993",NA,NA,NA,NA,NA,"Rio Branco","-68.0","-10.0927777777778",NA,NA,NA,NA,NA,NA,NA,NA
"186","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","7768","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Arrependido","-68.8927777777778","-10.055",NA,"Não publicado: A caça de Subsistência na Reserva Extrativista Chico Mendes/AC: caracterização- consumo e estratégias de caça. - Medeiros M.F.S.T. 1999",NA,NA,NA,NA,NA,NA,"-68.8927777777778","-10.055",NA,NA,NA,NA,NA,NA,NA,NA
"187","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","796","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Propriedade rural- BR-364- km 77- Fazenda Aquarius- lado direito",NA,NA,NA,"Monografia: Distribuição de primatas não-humanos no Estado do Acre e vizinhanças: um estudo preliminar - Fernandes M.C.A.G. 1990",NA,NA,NA,NA,NA,NA,"0.0","0.0",NA,NA,NA,NA,NA,NA,NA,NA
"188","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","7788","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Itapissuma","-68.8602777777778","-10.4569444444444",NA,"Não publicado: A caça de Subsistência na Reserva Extrativista Chico Mendes/AC: caracterização- consumo e estratégias de caça. - Medeiros M.F.S.T. 1999",NA,NA,NA,NA,NA,NA,"-68.8602777777778","-10.4569444444444",NA,NA,NA,NA,NA,NA,NA,NA
"189","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","791","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Propriedade rural- BR-364- km 32- ramal lado direito (13 km)",NA,NA,NA,"Monografia: Distribuição de primatas não-humanos no Estado do Acre e vizinhanças: um estudo preliminar - Fernandes M.C.A.G. 1990",NA,NA,NA,NA,NA,NA,"0.0","0.0",NA,NA,NA,NA,NA,NA,NA,NA
"190","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","358","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Plácido de Castro","-67.1444444444444","-10.2861111111111",NA,"Artigo: Estudo comparativo das espécies do gênero Alouatta Lacèpéde- 1799 (Platyrrhini- Cebidae) e sua distribuição geográfica na América do Sul - Hirsch A.- Landau E.C- Tedeschi A.C.M. - Menegheti J.O. 1991",NA,NA,NA,NA,NA,"Plácido de Castro","-67.1444444444444","-10.2861111111111",NA,NA,NA,NA,NA,NA,NA,NA
"191","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","801","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Propriedade rural- BR-317- km 80- ramal lado direito (6 km)",NA,NA,NA,"Monografia: Distribuição de primatas não-humanos no Estado do Acre e vizinhanças: um estudo preliminar - Fernandes M.C.A.G. 1990",NA,NA,NA,NA,NA,NA,"0.0","0.0",NA,NA,NA,NA,NA,NA,NA,NA
"192","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","7707","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Alto Alegre",NA,NA,NA,"Não publicado: A caça de Subsistência na Reserva Extrativista Chico Mendes/AC: caracterização- consumo e estratégias de caça. - Medeiros M.F.S.T. 1999",NA,NA,NA,NA,NA,NA,"0.0","0.0",NA,NA,NA,NA,NA,NA,NA,NA
"193","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","7470","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Encruzilhada",NA,NA,NA,"Não publicado: A caça de Subsistência na Reserva Extrativista São Luis do Remanso/AC: caracterização- consumo e estratégias de caça. - Medeiros M.F.S.T. 1999",NA,NA,NA,NA,NA,NA,"0.0","0.0",NA,NA,NA,NA,NA,NA,NA,NA
"194","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","7050","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Trilha Bom Levar","-68.8563888888889","-10.5397222222222",NA,"Não publicado: A caça de Subsistência na Reserva Extrativista Chico Mendes/AC: caracterização- consumo e estratégias de caça. - Medeiros M.F.S.T. 1999",NA,NA,NA,NA,NA,NA,"-68.8563888888889","-10.5397222222222",NA,NA,NA,NA,NA,NA,NA,NA
"195","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","7607","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Estrangeiro",NA,NA,NA,"Não publicado: A caça de Subsistência na Reserva Extrativista São Luis do Remanso/AC: caracterização- consumo e estratégias de caça. - Medeiros M.F.S.T. 1999",NA,NA,NA,NA,NA,NA,"0.0","0.0",NA,NA,NA,NA,NA,NA,NA,NA
"196","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","7899","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","São Vicente","-68.7113888888889","-10.6494444444444",NA,"Não publicado: A caça de Subsistência na Reserva Extrativista Chico Mendes/AC: caracterização- consumo e estratégias de caça. - Medeiros M.F.S.T. 1999",NA,NA,NA,NA,NA,NA,"-68.7113888888889","-10.6494444444444",NA,NA,NA,NA,NA,NA,NA,NA
"197","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","7943","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Jarinal","-68.8108333333333","-10.8066666666667",NA,"Não publicado: A caça de Subsistência na Reserva Extrativista Chico Mendes/AC: caracterização- consumo e estratégias de caça. - Medeiros M.F.S.T. 1999",NA,NA,NA,NA,NA,NA,"-68.8108333333333","-10.8066666666667",NA,NA,NA,NA,NA,NA,NA,NA
"198","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","811","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Estrada antiga para Porto Acre- km 12",NA,NA,NA,"Monografia: Distribuição de primatas não-humanos no Estado do Acre e vizinhanças: um estudo preliminar - Fernandes M.C.A.G. 1990",NA,NA,NA,NA,NA,NA,"0.0","0.0",NA,NA,NA,NA,NA,NA,NA,NA
"199","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","814","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Terra Indígena Mamoadate; Alto Rio Iaco",NA,NA,NA,"Monografia: Distribuição de primatas não-humanos no Estado do Acre e vizinhanças: um estudo preliminar - Fernandes M.C.A.G. 1990",NA,NA,NA,NA,NA,NA,"0.0","0.0",NA,NA,NA,NA,NA,NA,NA,NA
"200","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","821","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Seringal Ocidente; Cabeceira do Rio Muru- margem esquerda",NA,NA,NA,"Monografia: Distribuição de primatas não-humanos no Estado do Acre e vizinhanças: um estudo preliminar - Fernandes M.C.A.G. 1990",NA,NA,NA,NA,NA,NA,"0.0","0.0",NA,NA,NA,NA,NA,NA,NA,NA
"201","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","3957","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Parque Nacional da Serra do Divisor","-73.2536111111111","-8.28083333333333",NA,"Artigo : Riqueza de mamíferos de grande e médio porte do Parque Nacional da Serra do Divisor (Acre, Brasil) - Calouro A.M. 1999",NA,NA,NA,NA,NA,"Cruzeiro do Sul","-73.2536111111111","-8.28083333333333",NA,NA,NA,NA,NA,NA,NA,NA
"202","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","793","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Propriedade rural- BR-364- km 45- ramal AC-400 (8 km)",NA,NA,NA,"Monografia: Distribuição de primatas não-humanos no Estado do Acre e vizinhanças: um estudo preliminar - Fernandes M.C.A.G. 1990",NA,NA,NA,NA,NA,NA,"0.0","0.0",NA,NA,NA,NA,NA,NA,NA,NA
"203","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","7621","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Estrangeiro III",NA,NA,NA,"Não publicado: A caça de Subsistência na Reserva Extrativista São Luis do Remanso/AC: caracterização- consumo e estratégias de caça. - Medeiros M.F.S.T. 1999",NA,NA,NA,NA,NA,NA,"0.0","0.0",NA,NA,NA,NA,NA,NA,NA,NA
"204","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","7755","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Vai Quem Quer","-68.8769444444444","-10.5455555555556",NA,"Não publicado: A caça de Subsistência na Reserva Extrativista Chico Mendes/AC: caracterização- consumo e estratégias de caça. - Medeiros M.F.S.T. 1999",NA,NA,NA,NA,NA,NA,"-68.8769444444444","-10.5455555555556",NA,NA,NA,NA,NA,NA,NA,NA
"205","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","7673","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Cachoeirinha","-69.0208333333333","-10.5330555555556",NA,"Não publicado: A caça de Subsistência na Reserva Extrativista Chico Mendes/AC: caracterização- consumo e estratégias de caça. - Medeiros M.F.S.T. 1999",NA,NA,NA,NA,NA,NA,"-69.0208333333333","-10.5330555555556",NA,NA,NA,NA,NA,NA,NA,NA
"206","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","7525","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","2 de Maio",NA,NA,NA,"Não publicado: A caça de Subsistência na Reserva Extrativista São Luis do Remanso/AC: caracterização- consumo e estratégias de caça. - Medeiros M.F.S.T. 1999",NA,NA,NA,NA,NA,NA,"0.0","0.0",NA,NA,NA,NA,NA,NA,NA,NA
"207","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","788","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Rio Jurupari; Rio Jurupari- margem direita",NA,NA,NA,"Monografia: Distribuição de primatas não-humanos no Estado do Acre e vizinhanças: um estudo preliminar - Fernandes M.C.A.G. 1990",NA,NA,NA,NA,NA,NA,"0.0","0.0",NA,NA,NA,NA,NA,NA,NA,NA
"208","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","7974","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Paraíso",NA,NA,NA,"Não publicado: A caça de Subsistência na Reserva Extrativista Chico Mendes/AC: caracterização- consumo e estratégias de caça. - Medeiros M.F.S.T. 1999",NA,NA,NA,NA,NA,NA,"0.0","0.0",NA,NA,NA,NA,NA,NA,NA,NA
"209","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","173","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Sena Madureira; Margem meridional do igarapé Xiburema","-68.8138888888889","-9.05722222222222",NA,"Artigo: A harpy eagle successfully captures an adult male red howler monkey - Peres C.A. 1990",NA,NA,NA,NA,NA,"Sena Madureira","-68.8138888888889","-9.05722222222222",NA,NA,NA,NA,NA,NA,NA,NA
"210","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","7021","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Trilha Venezuela","-68.8611111111111","-10.3969444444444",NA,"Não publicado: A caça de Subsistência na Reserva Extrativista Chico Mendes/AC: caracterização- consumo e estratégias de caça. - Medeiros M.F.S.T. 1999",NA,NA,NA,NA,NA,NA,"-68.8611111111111","-10.3969444444444",NA,NA,NA,NA,NA,NA,NA,NA
"211","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","7846","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Sª Francisca B.",NA,NA,NA,"Não publicado: A caça de Subsistência na Reserva Extrativista Chico Mendes/AC: caracterização- consumo e estratégias de caça. - Medeiros M.F.S.T. 1999",NA,NA,NA,NA,NA,NA,"0.0","0.0",NA,NA,NA,NA,NA,NA,NA,NA
"212","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","5270","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre",NA,"-68.725","-9.25",NA,"Dissertação: Caça de subsistência: sustentabilidade e padrões de uso entre seringueiros ribeirinhos e não-ribeirinhos do estado do Acre - Calouro A.M. 1995",NA,NA,NA,NA,NA,NA,"-68.725","-9.25",NA,NA,NA,NA,NA,NA,NA,NA
"213","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","7502","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Dois Vicente",NA,NA,NA,"Não publicado: A caça de Subsistência na Reserva Extrativista São Luis do Remanso/AC: caracterização- consumo e estratégias de caça. - Medeiros M.F.S.T. 1999",NA,NA,NA,NA,NA,NA,"0.0","0.0",NA,NA,NA,NA,NA,NA,NA,NA
"214","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","7835","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Uruqueu I","-68.2825","-10.5672222222222",NA,"Não publicado: A caça de Subsistência na Reserva Extrativista Chico Mendes/AC: caracterização- consumo e estratégias de caça. - Medeiros M.F.S.T. 1999",NA,NA,NA,NA,NA,NA,"-68.2825","-10.5672222222222",NA,NA,NA,NA,NA,NA,NA,NA
"215","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","1143","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Terra Indígena Kampa do Rio Envira; Rio Envira","-71.6638888888889","-9.52305555555555",NA,"Relatório: Análise ambiental complementar sobre a terra indígena Kampa e isolados do Rio Envira - Ferreira L.A. 1996",NA,NA,NA,NA,NA,"Feijó","-71.6638888888889","-9.52305555555555",NA,NA,NA,NA,NA,NA,NA,NA
"216","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","7995","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre",NA,NA,NA,NA,"Relatório: A caça de subsistência na Reserva Extrativista Alto Juruá/AC: caracterização- consumo e estratégias de caça - Medeiros M.F.S.T. 1998",NA,NA,NA,NA,NA,NA,"0.0","0.0",NA,NA,NA,NA,NA,NA,NA,NA
"217","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","823","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Rio Acre; Rio Acre- cachoeira Capatari",NA,NA,NA,"Monografia: Distribuição de primatas não-humanos no Estado do Acre e vizinhanças: um estudo preliminar - Fernandes M.C.A.G. 1990",NA,NA,NA,NA,NA,NA,"0.0","0.0",NA,NA,NA,NA,NA,NA,NA,NA
"218","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","4388","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","América do Sul- Acre",NA,NA,NA,"Livro: Neotropical rainforest mammals. A field guide, second edition - Emmons L.H. - Feer F. 1997",NA,NA,NA,NA,NA,NA,"0.0","0.0",NA,NA,NA,NA,NA,NA,NA,NA
"219","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","794","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Propriedade rural- BR-364- km 49- ramal Novo Horizonte (4 km)",NA,NA,NA,"Monografia: Distribuição de primatas não-humanos no Estado do Acre e vizinhanças: um estudo preliminar - Fernandes M.C.A.G. 1990",NA,NA,NA,NA,NA,NA,"0.0","0.0",NA,NA,NA,NA,NA,NA,NA,NA
"220","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","798","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Propriedade rural- BR-364- km 52- ramal lado direito (9 km)",NA,NA,NA,"Monografia: Distribuição de primatas não-humanos no Estado do Acre e vizinhanças: um estudo preliminar - Fernandes M.C.A.G. 1990",NA,NA,NA,NA,NA,"Rio Branco/Sena Madureira","0.0","0.0",NA,NA,NA,NA,NA,NA,NA,NA
"221","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","6992","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Trilha Pincel","-68.8611111111111","-10.4258333333333",NA,"Não publicado: A caça de Subsistência na Reserva Extrativista Chico Mendes/AC: caracterização- consumo e estratégias de caça. - Medeiros M.F.S.T. 1999",NA,NA,NA,NA,NA,NA,"-68.8611111111111","-10.4258333333333",NA,NA,NA,NA,NA,NA,NA,NA
"222","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","7506","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","São Francisco I",NA,NA,NA,"Não publicado: A caça de Subsistência na Reserva Extrativista São Luis do Remanso/AC: caracterização- consumo e estratégias de caça. - Medeiros M.F.S.T. 1999",NA,NA,NA,NA,NA,NA,"0.0","0.0",NA,NA,NA,NA,NA,NA,NA,NA
"223","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","795","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Propriedade rural- BR-364- km 61- ramal lado direito",NA,NA,NA,"Monografia: Distribuição de primatas não-humanos no Estado do Acre e vizinhanças: um estudo preliminar - Fernandes M.C.A.G. 1990",NA,NA,NA,NA,NA,NA,"0.0","0.0",NA,NA,NA,NA,NA,NA,NA,NA
"224","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","8130","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Parque Nacional da Serra do Divisor; Rio Juruá Mirim","-73.6","-7.45",NA,"Artigo: Observations of Callimico goeldii with Saguinus imperator in the Serra do Divisor National Park, Acre, Barzil - Lopes M.A.O.A. - Rehg J.A. 2003",NA,NA,NA,NA,NA,NA,"-73.6","-7.45",NA,NA,NA,NA,NA,NA,NA,NA
"225","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","803","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Propriedade rural- AC-10- km 42- ramal do Bujari",NA,NA,NA,"Monografia: Distribuição de primatas não-humanos no Estado do Acre e vizinhanças: um estudo preliminar - Fernandes M.C.A.G. 1990",NA,NA,NA,NA,NA,NA,"0.0","0.0",NA,NA,NA,NA,NA,NA,NA,NA
"226","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","7956","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Fortaleza","-68.8391666666667","-10.5213888888889",NA,"Não publicado: A caça de Subsistência na Reserva Extrativista Chico Mendes/AC: caracterização- consumo e estratégias de caça. - Medeiros M.F.S.T. 1999",NA,NA,NA,NA,NA,NA,"-68.8391666666667","-10.5213888888889",NA,NA,NA,NA,NA,NA,NA,NA
"227","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","7994","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Deserto",NA,NA,NA,"Não publicado: A caça de Subsistência na Reserva Extrativista Chico Mendes/AC: caracterização- consumo e estratégias de caça. - Medeiros M.F.S.T. 1999",NA,NA,NA,NA,NA,NA,"0.0","0.0",NA,NA,NA,NA,NA,NA,NA,NA
"228","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","802","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Propriedade rural- BR-317- km 100; Rio Xipamanu",NA,NA,NA,"Monografia: Distribuição de primatas não-humanos no Estado do Acre e vizinhanças: um estudo preliminar - Fernandes M.C.A.G. 1990",NA,NA,NA,NA,NA,NA,"0.0","0.0",NA,NA,NA,NA,NA,NA,NA,NA
"229","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","7452","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Pelado I",NA,NA,NA,"Não publicado: A caça de Subsistência na Reserva Extrativista São Luis do Remanso/AC: caracterização- consumo e estratégias de caça. - Medeiros M.F.S.T. 1999",NA,NA,NA,NA,NA,NA,"0.0","0.0",NA,NA,NA,NA,NA,NA,NA,NA
"230","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","7743","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Limoeiro","-69.0277777777778","-10.5277777777778",NA,"Não publicado: A caça de Subsistência na Reserva Extrativista Chico Mendes/AC: caracterização- consumo e estratégias de caça. - Medeiros M.F.S.T. 1999",NA,NA,NA,NA,NA,NA,"-69.0277777777778","-10.5277777777778",NA,NA,NA,NA,NA,NA,NA,NA
